6300706;CANJIQUINHA DE MILHO EM GRAO;2;COZIDO(A);1;Cereal, cooked, cornmeal, no fat or salt added;62,95;1,24;0,31;13,5;0,67;3,37;6,93;0,03;17,91;0,74;5,01;126;25,93;0,02;0,13;1,98;-;1,83;0,11;0,07;0,91;1,02;0,03;-;20,81;-;0,03;-;-;0,03;0,06;0,13;0,12;0;-;0,29;-
6300706;CANJIQUINHA DE MILHO EM GRAO;13;ENSOPADO;1;Cereal, cooked, cornmeal, seasoned with fat, no salt added;79,68;1,24;2,2;13,5;0,67;3,37;6,93;0,03;17,91;0,74;5,01;126;25,93;0,02;0,13;2,85;-;1,83;0,11;0,07;0,91;1,02;0,03;-;20,81;-;0,18;-;-;0,33;0,49;1,22;1,09;0,13;0,01;0,29;-
6300706;CANJIQUINHA DE MILHO EM GRAO;14;MINGAU;1;Cereal, cooked, cornmeal, no fat or salt added;62,95;1,24;0,31;13,5;0,67;3,37;6,93;0,03;17,91;0,74;5,01;126;25,93;0,02;0,13;1,98;-;1,83;0,11;0,07;0,91;1,02;0,03;-;20,81;-;0,03;-;-;0,03;0,06;0,13;0,12;0;-;0,29;-
6300706;CANJIQUINHA DE MILHO EM GRAO;15;SOPA;1;Soup, vegetable, plain (vegatarian), prepared from recipe;31,44;0,95;0,12;7,01;0,71;8,56;6,35;0,07;15,76;0,29;310,43;-;88,32;0,04;0,12;1,34;-;33,48;0,03;0,03;0,51;0,67;0,04;0,02;9,28;-;0,2;2,1;-;0,04;0,03;0,03;0,03;0,01;0;3,28;2,52
6300706;CANJIQUINHA DE MILHO EM GRAO;99;NAO SE APLICA;1;Cereal, cooked, cornmeal, no fat or salt added;62,95;1,24;0,31;13,5;0,67;3,37;6,93;0,03;17,91;0,74;5,01;126;25,93;0,02;0,13;1,98;-;1,83;0,11;0,07;0,91;1,02;0,03;-;20,81;-;0,03;-;-;0,03;0,06;0,13;0,12;0;-;0,29;-
6300707;XEREM DE MILHO;99;NAO SE APLICA;1;Cereal, cooked, cornmeal, no fat or salt added;62,95;1,24;0,31;13,5;0,67;3,37;6,93;0,03;17,91;0,74;5,01;126;25,93;0,02;0,13;1,98;-;1,83;0,11;0,07;0,91;1,02;0,03;-;20,81;-;0,03;-;-;0,03;0,06;0,13;0,12;0;-;0,29;-
6301001;AMENDOIM (EM GRAO) (IN NATURA);99;NAO SE APLICA;1;Peanuts, raw (dried);567;25,8;49,24;16,13;8,5;92;168;1,93;376;4,58;18;-;705;1,14;3,27;7,2;-;-;0,64;0,14;12,07;16,23;0,35;-;240;-;8,33;-;-;6,83;24,43;15,56;15,56;0;-;4;-
6301101;ERVILHA EM GRAO;99;NAO SE APLICA;1;Green peas, cooked from fresh, boiled, no fat or salt added;109,09;5,36;3,06;15,63;5,5;27;39;0,53;117;1,54;3;236;271;0,17;1,19;3,2;-;40,08;0,26;0,15;2,02;2,64;0,22;-;63;-;0,37;14,2;-;0,48;0,67;1,74;1,53;0,21;0,02;5,94;-
6301201;FAVA (EM GRAO);99;NAO SE APLICA;1;Beans, fava, cooked from fresh, no fat or salt added;85,62;4,8;3,17;10,1;3,6;18;31;0,26;73;1,5;41;222;193;0,06;0,47;2,22;-;18,83;0,13;0,09;1,2;2;0,03;-;58;-;0,34;19,8;-;0,56;0,63;1,85;1,48;0,36;0,01;1,24;-
6301204;MANGALO AMARGO EM GRAO;99;NAO SE APLICA;1;Beans, fava, cooked from fresh, no fat or salt added;85,62;4,8;3,17;10,1;3,6;18;31;0,26;73;1,5;41;222;193;0,06;0,47;2,22;-;18,83;0,13;0,09;1,2;2;0,03;-;58;-;0,34;19,8;-;0,56;0,63;1,85;1,48;0,36;0,01;1,24;-
6301603;FEIJAO DE CORDA;99;NAO SE APLICA;1;Cowpeas, cooked from fresh, boiled, no fat or salt added;121,33;3,17;3,13;20,32;5;128;52;0,57;51;1,12;4;229;418;0,13;1,03;3,76;-;39,58;0,1;0,15;1,4;2,02;0,07;-;127;-;0,45;2,2;-;0,53;0,66;1,75;1,5;0,26;0,02;0,34;-
6301634;FEIJAO VERDE;99;NAO SE APLICA;1;Cowpeas, cooked from fresh, boiled, no fat or salt added;121,33;3,17;3,13;20,32;5;128;52;0,57;51;1,12;4;229;418;0,13;1,03;3,76;-;39,58;0,1;0,15;1,4;2,02;0,07;-;127;-;0,45;2,2;-;0,53;0,66;1,75;1,5;0,26;0,02;0,34;-
6302001;SEMENTE DE LINHACA;99;NAO SE APLICA;1;Seeds, flax, not fortified;534;18,29;42,16;28,88;27,3;255;392;2,48;642;5,73;30;-;813;1,22;4,34;25,4;-;-;1,64;0,16;3,08;8,03;0,47;-;87;-;0,31;0,6;-;3,66;7,53;28,73;5,9;22,81;-;1,55;-
6302602;ANDU;99;NAO SE APLICA;1;Receita de feij†o no NDSR (Beans, brown, cooked from dired, boiled, no salt added, fat used (60g) + Water, tap (40mL));97,41;5,84;1,79;15,05;3,78;55,2;38,2;0,38;67,8;2,22;5,2;219;336,6;0,18;0,83;1,51;-;-;0,07;0,03;0,08;1,23;0,06;-;48,6;-;0,69;-;-;0,3;0,38;1,01;0,86;0,15;0,01;0,3;-
6302801;GRAO DE BICO;99;NAO SE APLICA;1;Garbanzo beans, cooked from dried, boiled, no fat or salt added;188,48;8,86;5,36;27,42;7,6;49;48;1,03;168;2,89;7;230;291;0,35;1,53;4,97;-;1,33;0,12;0,06;0,53;1,94;0,14;-;172;-;0,58;1,3;-;0,7;1,21;2,76;2,52;0,23;0,02;1,7;-
6302901;LENTILHA;99;NAO SE APLICA;1;Lentils, cooked from dried, boiled, no salt added, fat used;136,28;9,02;2,67;20,13;5,86;19;36;0,49;180;3,33;2;191;369;0,25;1,27;3,85;-;0,42;0,17;0,07;1,06;2,41;0,18;-;181;-;0,3;1,5;-;0,41;0,59;1,5;1,31;0,19;0,01;0,39;-
6303001;SOJA EM GRAO;99;NAO SE APLICA;1;Soybean, cooked from dried, no fat or salt added;196,34;16,64;11,61;9,93;6;102;86;0,82;245;5,14;1;219;515;0,41;1,15;8,51;-;0,42;0,16;0,29;0,4;4,43;0,23;-;54;-;0,57;1,7;-;1,71;2,58;6,59;5,81;0,78;0,01;0,8;-
6303102;FEIJAO (PRETO, MULATINHO, ROXO, ROSINHA, ETC);99;NAO SE APLICA;1;Receita de feij†o no NDSR (Beans, brown, cooked from dired, boiled, no salt added, fat used (60g) + Water, tap (40mL));97,41;5,84;1,79;15,05;3,78;55,2;38,2;0,38;67,8;2,22;5,2;219;336,6;0,18;0,83;1,51;-;-;0,07;0,03;0,08;1,23;0,06;-;48,6;-;0,69;-;-;0,3;0,38;1,01;0,86;0,15;0,01;0,3;-
6303501;QUIRERA NAO ESPECIFICADA;99;NAO SE APLICA;1;Cereal, cooked, cornmeal, no fat or salt added;62,95;1,24;0,31;13,5;0,67;3,37;6,93;0,03;17,91;0,74;5,01;126;25,93;0,02;0,13;1,98;-;1,83;0,11;0,07;0,91;1,02;0,03;-;20,81;-;0,03;-;-;0,03;0,06;0,13;0,12;0;-;0,29;-
6304034;FEIJAO VERDE ORGANICO;99;NAO SE APLICA;1;Cowpeas, cooked from fresh, boiled, no fat or salt added;121,33;3,17;3,13;20,32;5;128;52;0,57;51;1,12;4;229;418;0,13;1,03;3,76;-;39,58;0,1;0,15;1,4;2,02;0,07;-;127;-;0,45;2,2;-;0,53;0,66;1,75;1,5;0,26;0,02;0,34;-
6304101;FEIJAO ORGANICO;99;NAO SE APLICA;1;Receita de feij†o no NDSR (Beans, brown, cooked from dired, boiled, no salt added, fat used (60g) + Water, tap (40mL));97,41;5,84;1,79;15,05;3,78;55,2;38,2;0,38;67,8;2,22;5,2;219;336,6;0,18;0,83;1,51;-;-;0,07;0,03;0,08;1,23;0,06;-;48,6;-;0,69;-;-;0,3;0,38;1,01;0,86;0,15;0,01;0,3;-
6304201;PIPOCA  LIGHT;99;NAO SE APLICA;1;Popcorn, microwave popped from package, light, no fat or salt added ;445,94;10,77;17,78;64,85;12,07;6,49;119,91;0,93;298,04;2,67;1072,51;-;274,11;0,22;2,57;0;-;8,19;0,09;0,07;1,92;3,1;0,13;-;25,81;-;1,24;-;-;3,75;9,36;3,72;3,64;0,09;4,2;0,72;-
6304301;ARROZ  ORGANICO;99;NAO SE APLICA;8;Arroz, tipo 1, cozido (99,02g) + Oil, soybean, unhydrogenated (0,98ml);135,62;2,5;1,2;27,78;1,55;3,51;2,23;0,29;17,77;0,08;1,19;382;14,53;0,01;0,49;0,45;-;-;-;-;-;-;-;-;-;-;0,08;-;-;0,35;0,22;0,56;0,56;0,07;0,01;-;-
6304401;ARROZ INTEGRAL ORGANICO;99;NAO SE APLICA;8;Arroz, integral, cozido (99,02g) + Oil, soybean, unhydrogenated (0,98ml);130,95;2,56;1,97;25,56;2,72;5,15;58,13;0,62;104,82;0,26;1,23;282;74,42;0,02;0,68;0,45;-;-;0,08;-;-;-;0,08;-;-;-;0,08;-;-;0,45;0,62;0,86;0,8;0,08;0,01;-;-
6304602;FEIJAO SOJA ORGANICO;99;NAO SE APLICA;1;Soybean, cooked from dried, no fat or salt added;196,34;16,64;11,61;9,93;6;102;86;0,82;245;5,14;1;219;515;0,41;1,15;8,51;-;0,42;0,16;0,29;0,4;4,43;0,23;-;54;-;0,57;1,7;-;1,71;2,58;6,59;5,81;0,78;0,01;0,8;-
6304901;QUINOA;99;NAO SE APLICA;1;Quinoa, cooked in unsalted water, seasoned fat used;135,47;4,37;4,33;19,83;2,16;16,57;61,58;0,63;141,28;1,41;4,27;374;174,05;0,19;0,97;3,75;-;0,22;0,11;0,1;0,47;1,27;0,15;-;56,88;-;0,96;-;-;0,6;1,06;2,44;2,17;0,25;0,01;1,89;-
6400101;BATATA-INGLESA;1;CRU(A);1;Potato, boiled, without skin, no fat no salt added;86;1,71;0,1;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;0,3;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,06;7,4;-;0,03;0;0,04;0,03;0,01;-;0,86;-
6400101;BATATA-INGLESA;2;COZIDO(A);1;Potato, boiled, without skin, no fat no salt added;86;1,71;0,1;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;0,3;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,06;7,4;-;0,03;0;0,04;0,03;0,01;-;0,86;-
6400101;BATATA-INGLESA;3;GRELHADO(A)/BRASA/CHURRASCO;1;Potato, boiled, without skin, no fat no salt added;86;1,71;0,1;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;0,3;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,06;7,4;-;0,03;0;0,04;0,03;0,01;-;0,86;-
6400101;BATATA-INGLESA;4;ASSADO(A);1;Potato, boiled, without skin, no fat no salt added;86;1,71;0,1;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;0,3;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,06;7,4;-;0,03;0;0,04;0,03;0,01;-;0,86;-
6400101;BATATA-INGLESA;5;FRITO(A);1;French fries, cooked from fresh, no salt added, fat used;263,5;2,87;13,64;33,6;3,44;13,43;33,58;0,24;67,17;0,53;8,4;380;550,76;0,28;0,46;6,68;-;0,28;0,17;0,03;2,2;2,96;0,45;-;15,11;-;1,2;12,43;-;2,15;3,07;7,85;6,92;0,93;0,07;1,44;-
6400101;BATATA-INGLESA;7;REFOGADO(A);1;Potato, boiled, without skin, no salt added, fat used;111,74;1,71;3,01;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;1,63;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,3;7,4;-;0,48;0,67;1,72;1,52;0,21;0,02;0,86;-
6400101;BATATA-INGLESA;8;MOLHO VERMELHO;1;Potato, boiled, without skin, no fat no salt added (80g) + Tomato, sauce, regular (20g) (20g);73,6;1,63;0,12;17,08;1,94;9;19,2;0,13;37,2;0,45;108,8;242;328,6;0,16;0,26;0,28;-;3,62;0,08;0,03;1,25;1,64;0,24;-;9,4;-;0,33;7,32;-;0,03;0,01;0,05;0,04;0,01;-;1,54;-
6400101;BATATA-INGLESA;9;MOLHO BRANCO;1;Potato, boiled, without skin, no fat no salt added (80g) + Sauce, white, homemade, made with milk (20g);101,39;2,15;2,57;17,86;1,68;29,28;18,31;0,12;51,69;0,32;24,92;242;292,45;0,14;0,31;1,41;20,7;21,21;0,1;0,06;1,15;1,78;0,22;0,09;10,8;0,23;0,11;5,92;6,83;1,55;0,64;0,15;0,12;0,03;0,1;1,72;-
6400101;BATATA-INGLESA;10;AO ALHO E OLEO;1;French fries, cooked from fresh, no salt added, fat used;263,5;2,87;13,64;33,6;3,44;13,43;33,58;0,24;67,17;0,53;8,4;380;550,76;0,28;0,46;6,68;-;0,28;0,17;0,03;2,2;2,96;0,45;-;15,11;-;1,2;12,43;-;2,15;3,07;7,85;6,92;0,93;0,07;1,44;-
6400101;BATATA-INGLESA;11;COM MANTEIGA/OLEO;1;Potato, boiled, without skin, no salt added, fat used;111,74;1,71;3,01;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;1,63;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,3;7,4;-;0,48;0,67;1,72;1,52;0,21;0,02;0,86;-
6400101;BATATA-INGLESA;13;ENSOPADO;1;Potato, boiled, without skin, no salt added, fat used;111,74;1,71;3,01;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;1,63;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,3;7,4;-;0,48;0,67;1,72;1,52;0,21;0,02;0,86;-
6400101;BATATA-INGLESA;15;SOPA;1;Soup, vegetable, plain (vegatarian), prepared from recipe;31,44;0,95;0,12;7,01;0,71;8,56;6,35;0,07;15,76;0,29;310,43;-;88,32;0,04;0,12;1,34;-;33,48;0,03;0,03;0,51;0,67;0,04;0,02;9,28;-;0,2;2,1;-;0,04;0,03;0,03;0,03;0,01;0;3,28;2,52
6400101;BATATA-INGLESA;99;NAO SE APLICA;1;Potato, boiled, without skin, no fat no salt added;86;1,71;0,1;20,01;2,05;8;20;0,14;40;0,31;5;242;328;0,17;0,27;0,3;-;0,17;0,1;0,02;1,31;1,76;0,27;-;9;-;0,06;7,4;-;0,03;0;0,04;0,03;0,01;-;0,86;-
6400303;MANDIOQUINHA SALSA (BATATA BAROA);2;COZIDO(A);1;Sweet potato, boiled, no fat no salt added;76;1,37;0,14;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;0,2;-;787;0,06;0,05;0,54;1;0,17;-;6;-;0,94;12,8;-;0,03;-;0,06;0,06;-;-;5,74;-
6400303;MANDIOQUINHA SALSA (BATATA BAROA);7;REFOGADO(A);1;Sweet potato, boiled, fat used, no salt added;91,74;1,37;1,92;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;1,02;-;787;0,06;0,05;0,54;1;0,17;-;6;-;1,1;12,8;-;0,29;0,41;1,09;0,97;0,12;-;5,74;-
6400303;MANDIOQUINHA SALSA (BATATA BAROA);13;ENSOPADO;1;Sweet potato, boiled, fat used, no salt added;91,74;1,37;1,92;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;1,02;-;787;0,06;0,05;0,54;1;0,17;-;6;-;1,1;12,8;-;0,29;0,41;1,09;0,97;0,12;-;5,74;-
6400303;MANDIOQUINHA SALSA (BATATA BAROA);99;NAO SE APLICA;1;Sweet potato, boiled, no fat no salt added;76;1,37;0,14;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;0,2;-;787;0,06;0,05;0,54;1;0,17;-;6;-;0,94;12,8;-;0,03;-;0,06;0,06;-;-;5,74;-
6400304;CENOURA AMARELA (BATATA BAROA);99;NAO SE APLICA;1;Sweet potato, boiled, no fat no salt added;76;1,37;0,14;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;0,2;-;787;0,06;0,05;0,54;1;0,17;-;6;-;0,94;12,8;-;0,03;-;0,06;0,06;-;-;5,74;-
6400401;BATATA DOCE;1;CRU(A);1;Sweet potato, boiled, no fat no salt added;76;1,37;0,14;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;0,2;-;787;0,06;0,05;0,54;1;0,17;-;6;-;0,94;12,8;-;0,03;-;0,06;0,06;-;-;5,74;-
6400401;BATATA DOCE;2;COZIDO(A);1;Sweet potato, boiled, no fat no salt added;76;1,37;0,14;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;0,2;-;787;0,06;0,05;0,54;1;0,17;-;6;-;0,94;12,8;-;0,03;-;0,06;0,06;-;-;5,74;-
6400401;BATATA DOCE;4;ASSADO(A);1;Sweet potato, baked, no fat no salt added;90;2,01;0,15;20,71;3,3;38;27;0,5;54;0,69;36;148;475;0,16;0,32;0,2;-;960,88;0,11;0,11;1,49;2,15;0,29;-;6;-;0,71;19,6;-;0,03;-;0,06;0,06;-;-;6,47;-
6400401;BATATA DOCE;5;FRITO(A);1;Sweet potato, French fried;351,28;4,4;12,59;56,88;8,03;86,67;57,78;0,85;102,72;2,31;86,67;148;738,3;0,3;0,64;6,21;-;2526,27;0,18;0,15;1,73;3,22;0,53;-;19,26;-;4,14;41,09;-;1,85;2,83;7,22;6,39;0,83;-;18,43;-
6400401;BATATA DOCE;7;REFOGADO(A);1;Sweet potato, boiled, fat used, no salt added;91,74;1,37;1,92;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;1,02;-;787;0,06;0,05;0,54;1;0,17;-;6;-;1,1;12,8;-;0,29;0,41;1,09;0,97;0,12;-;5,74;-
6400401;BATATA DOCE;13;ENSOPADO;1;Sweet potato, boiled, fat used, no salt added;91,74;1,37;1,92;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;1,02;-;787;0,06;0,05;0,54;1;0,17;-;6;-;1,1;12,8;-;0,29;0,41;1,09;0,97;0,12;-;5,74;-
6400401;BATATA DOCE;99;NAO SE APLICA;1;Sweet potato, boiled, no fat no salt added;76;1,37;0,14;17,72;2,5;27;18;0,27;32;0,72;27;148;230;0,09;0,2;0,2;-;787;0,06;0,05;0,54;1;0,17;-;6;-;0,94;12,8;-;0,03;-;0,06;0,06;-;-;5,74;-
6400501;INHAME;1;CRU(A);1;Yams (sweet potato type), cooked from frozen, no fat or salt added;100;1,71;0,12;23,4;1,8;35;21;0,67;44;0,54;8;260;377;0,18;0,3;0,6;-;1043,46;0,07;0,06;0,56;0,91;0,19;-;22;-;0,77;9,1;-;0,03;0,01;0,05;0,04;0,01;-;6,47;-
6400501;INHAME;2;COZIDO(A);1;Yams (sweet potato type), cooked from frozen, no fat or salt added;100;1,71;0,12;23,4;1,8;35;21;0,67;44;0,54;8;260;377;0,18;0,3;0,6;-;1043,46;0,07;0,06;0,56;0,91;0,19;-;22;-;0,77;9,1;-;0,03;0,01;0,05;0,04;0,01;-;6,47;-
6400501;INHAME;4;ASSADO(A);1;Yams (sweet potato type), baked, no fat or salt added;90;2,01;0,15;20,71;3,3;38;27;0,5;54;0,69;36;260;475;0,16;0,32;0,2;-;960,88;0,11;0,11;1,49;2,15;0,29;-;6;-;0,71;19,6;-;0,03;-;0,06;0,06;-;-;6,47;-
6400501;INHAME;5;FRITO(A);1;Yams (sweet potato type), cooked from frozen, fat used, no salt added;115,74;1,71;1,9;23,4;1,8;35;21;0,67;44;0,54;8;260;377;0,18;0,3;1,42;-;1043,46;0,07;0,06;0,56;0,91;0,19;-;22;-;0,93;9,1;-;0,28;0,42;1,08;0,95;0,13;-;6,47;-
6400501;INHAME;7;REFOGADO(A);1;Yams (sweet potato type), cooked from frozen, fat used, no salt added;115,74;1,71;1,9;23,4;1,8;35;21;0,67;44;0,54;8;260;377;0,18;0,3;1,42;-;1043,46;0,07;0,06;0,56;0,91;0,19;-;22;-;0,93;9,1;-;0,28;0,42;1,08;0,95;0,13;-;6,47;-
6400501;INHAME;13;ENSOPADO;1;Yams (sweet potato type), cooked from frozen, fat used, no salt added;115,74;1,71;1,9;23,4;1,8;35;21;0,67;44;0,54;8;260;377;0,18;0,3;1,42;-;1043,46;0,07;0,06;0,56;0,91;0,19;-;22;-;0,93;9,1;-;0,28;0,42;1,08;0,95;0,13;-;6,47;-
6400501;INHAME;15;SOPA;1;Soup, vegetable, plain (vegatarian), prepared from recipe;31,44;0,95;0,12;7,01;0,71;8,56;6,35;0,07;15,76;0,29;310,43;-;88,32;0,04;0,12;1,34;-;33,48;0,03;0,03;0,51;0,67;0,04;0,02;9,28;-;0,2;2,1;-;0,04;0,03;0,03;0,03;0,01;0;3,28;2,52
6400508;QUICARE;99;NAO SE APLICA;1;Yams (sweet potato type), cooked from frozen, no fat or salt added;100;1,71;0,12;23,4;1,8;35;21;0,67;44;0,54;8;260;377;0,18;0,3;0,6;-;1043,46;0,07;0,06;0,56;0,91;0,19;-;22;-;0,77;9,1;-;0,03;0,01;0,05;0,04;0,01;-;6,47;-
6400601;MANDIOCA;1;CRU(A);2;Mandioca, cozida;125;0,6;0,3;30,1;1,6;19;27;0,06;22;0,1;1;286;100;0,01;0,2;-;-;-;0,06;-;-;-;0,03;-;-;-;-;11,1;-;0,1;0,1;0,1;0,05;0,01;-;-;-
6400601;MANDIOCA;2;COZIDO(A);2;Mandioca, cozida;125;0,6;0,3;30,1;1,6;19;27;0,06;22;0,1;1;286;100;0,01;0,2;-;-;-;0,06;-;-;-;0,03;-;-;-;-;11,1;-;0,1;0,1;0,1;0,05;0,01;-;-;-
6400601;MANDIOCA;4;ASSADO(A);2;Mandioca, cozida;125;0,6;0,3;30,1;1,6;19;27;0,06;22;0,1;1;286;100;0,01;0,2;-;-;-;0,06;-;-;-;0,03;-;-;-;-;11,1;-;0,1;0,1;0,1;0,05;0,01;-;-;-
6400601;MANDIOCA;5;FRITO(A);8;Mandioca, cozida (95g) + Oil, soybean, unhydrogenated (5ml);162,74;0,57;5,26;28,6;1,52;18,05;25,65;0,06;20,9;0,1;0,95;286;95;0,01;0,19;2,28;-;-;0,06;-;-;-;0,03;-;-;-;0,41;10,55;-;0,87;1,23;2,97;2,58;0,35;0,03;-;-
6400601;MANDIOCA;7;REFOGADO(A);8;Mandioca, cozida (95g) + Oil, soybean, unhydrogenated (5ml);162,74;0,57;5,26;28,6;1,52;18,05;25,65;0,06;20,9;0,1;0,95;286;95;0,01;0,19;2,28;-;-;0,06;-;-;-;0,03;-;-;-;0,41;10,55;-;0,87;1,23;2,97;2,58;0,35;0,03;-;-
6400601;MANDIOCA;8;MOLHO VERMELHO;8;Mandioca, cozida (80g) + Sauce, tomato, regular (20g);104,8;0,74;0,28;25,16;1,58;17,8;24,8;0,07;22,8;0,28;105,6;228,8;146,2;0,03;0,2;0,04;-;3,48;0,05;0,01;0,2;0,23;0,04;-;2,2;-;0,28;10,28;-;0,09;0,09;0,09;0,05;0,01;-;0,85;-
6400601;MANDIOCA;11;COM MANTEIGA/OLEO;8;Mandioca, cozida (95g) + Butter, regular, salted (5ml);154,6;0,61;4,34;28,6;1,52;19,25;25,75;0,06;22,1;0,1;29,75;286;96,2;0,01;0,19;0,05;33,55;34,21;0,06;0;0;0,01;0,03;0,01;0,15;0,07;0,12;10,55;10,75;2,66;1,15;0,25;0,18;0,03;0,16;0,01;-
6400601;MANDIOCA;13;ENSOPADO;8;Mandioca, cozida (95g) + Oil, soybean, unhydrogenated (5ml);162,74;0,57;5,26;28,6;1,52;18,05;25,65;0,06;20,9;0,1;0,95;286;95;0,01;0,19;2,28;-;-;0,06;-;-;-;0,03;-;-;-;0,41;10,55;-;0,87;1,23;2,97;2,58;0,35;0,03;-;-
6400601;MANDIOCA;15;SOPA;1;Soup, vegetable, plain (vegatarian), prepared from recipe;31,44;0,95;0,12;7,01;0,71;8,56;6,35;0,07;15,76;0,29;310,43;-;88,32;0,04;0,12;1,34;-;33,48;0,03;0,03;0,51;0,67;0,04;0,02;9,28;-;0,2;2,1;-;0,04;0,03;0,03;0,03;0,01;0;3,28;2,52
